ITS2 type profile UID		28699	28764	29177	29179	29181	28952	29067	29233	29361	29176	29883	29006	28916
Clade		A	B	C	C	C	C	C	C	C	C	C	C	C
Majority ITS2 sequence		A4/A4a	B18b	C3	C3/C3dm	C3/C3cd	C21	C3	C3cd/C3	C3cd	C3	C3dm	C1	C3
Associated species		S. linucheae	None	None	None	None	None	None	None	None	None	None	S. goreaui	None
ITS2 type abundance local		1	1	193	19	18	4	3	3	3	3	2	2	2
ITS2 type abundance DB		5	1	193	19	18	28	27	3	3	3	2	15	80
ITS2 type profile		A4/A4a	B18b	C3-C3de-C3bb-C21ae-C3an-C3s-C3dk	C3/C3dm-C3de-C3bb-C21ae-C3cd-C3an-C3s-C3dk	C3/C3cd-C3de-C3dn-C3bb-C21ae-C3an	C21	C3-C3b	C3cd/C3-C3dn	C3cd	C3-C3de-C3an-C3bb-C21ae-C3s	C3dm	C1-C21	C3
47895	CBC_070	0.000	0.000	0.911	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47951	CBC_126	0.000	0.000	0.910	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47837	CBC_012	0.000	0.000	0.910	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48047	CBC_222	0.000	0.000	0.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48018	CBC_193	0.000	0.000	0.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47963	CBC_138	0.000	0.000	0.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47955	CBC_130	0.000	0.000	0.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47994	CBC_169	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48029	CBC_204	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47957	CBC_132	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47936	CBC_111	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47894	CBC_069	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48017	CBC_192	0.000	0.000	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47975	CBC_150	0.000	0.000	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47917	CBC_092	0.000	0.000	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47887	CBC_062	0.000	0.000	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48065	CBC_241	0.000	0.000	0.906	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48006	CBC_181	0.000	0.000	0.906	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47893	CBC_068	0.000	0.000	0.906	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48050	CBC_225	0.000	0.000	0.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48020	CBC_195	0.000	0.000	0.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47902	CBC_077	0.000	0.000	0.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48003	CBC_178	0.000	0.000	0.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47826	CBC_001	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48031	CBC_206	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47966	CBC_141	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47891	CBC_066	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47996	CBC_171	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47948	CBC_123	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47906	CBC_081	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47900	CBC_075	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47871	CBC_046	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48026	CBC_201	0.000	0.000	0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47999	CBC_174	0.000	0.000	0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47897	CBC_072	0.000	0.000	0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48030	CBC_205	0.000	0.000	0.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47890	CBC_065	0.000	0.000	0.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47886	CBC_061	0.000	0.000	0.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47915	CBC_090	0.000	0.000	0.898	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47874	CBC_049	0.000	0.000	0.898	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48023	CBC_198	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48058	CBC_233	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48028	CBC_203	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48010	CBC_185	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47983	CBC_158	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47930	CBC_105	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48063	CBC_239	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47997	CBC_172	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47991	CBC_166	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47967	CBC_142	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47941	CBC_116	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47910	CBC_085	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47878	CBC_053	0.000	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48051	CBC_226	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48048	CBC_223	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48019	CBC_194	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47896	CBC_071	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47993	CBC_168	0.000	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48057	CBC_232	0.000	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47922	CBC_097	0.000	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47854	CBC_029	0.000	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48009	CBC_184	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47830	CBC_005	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48007	CBC_182	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48000	CBC_175	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47970	CBC_145	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47965	CBC_140	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47911	CBC_086	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47899	CBC_074	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47885	CBC_060	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47961	CBC_136	0.000	0.000	0.892	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47912	CBC_087	0.000	0.000	0.892	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48064	CBC_240	0.000	0.000	0.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48059	CBC_234	0.000	0.000	0.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48045	CBC_220	0.000	0.000	0.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47942	CBC_117	0.000	0.000	0.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47863	CBC_038	0.000	0.000	0.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47998	CBC_173	0.000	0.000	0.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47978	CBC_153	0.000	0.000	0.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47954	CBC_129	0.000	0.000	0.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47937	CBC_112	0.000	0.000	0.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47944	CBC_119	0.000	0.000	0.888	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47933	CBC_108	0.000	0.000	0.888	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47992	CBC_167	0.000	0.000	0.887	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47968	CBC_143	0.000	0.000	0.887	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47919	CBC_094	0.000	0.000	0.887	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48061	CBC_237	0.000	0.000	0.886	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47943	CBC_118	0.000	0.000	0.886	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48005	CBC_180	0.000	0.000	0.885	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47976	CBC_151	0.000	0.000	0.885	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47959	CBC_134	0.000	0.000	0.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48027	CBC_202	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47946	CBC_121	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48021	CBC_196	0.000	0.000	0.882	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47920	CBC_095	0.000	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48002	CBC_177	0.000	0.000	0.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47916	CBC_091	0.000	0.000	0.879	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48062	CBC_238	0.000	0.000	0.878	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48013	CBC_188	0.000	0.000	0.878	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48001	CBC_176	0.000	0.000	0.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47981	CBC_156	0.000	0.000	0.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47835	CBC_010	0.000	0.000	0.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47927	CBC_102	0.000	0.000	0.876	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47995	CBC_170	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48066	CBC_242	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47972	CBC_147	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47884	CBC_059	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47849	CBC_024	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47853	CBC_028	0.000	0.000	0.874	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47875	CBC_050	0.000	0.000	0.873	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47880	CBC_055	0.000	0.000	0.872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47873	CBC_048	0.000	0.000	0.872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48055	CBC_230	0.000	0.000	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47934	CBC_109	0.000	0.000	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47876	CBC_051	0.000	0.000	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47889	CBC_064	0.000	0.000	0.870	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47990	CBC_165	0.000	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47973	CBC_148	0.000	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47904	CBC_079	0.000	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47856	CBC_031	0.000	0.000	0.865	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47924	CBC_099	0.000	0.000	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47836	CBC_011	0.000	0.000	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48035	CBC_210	0.000	0.000	0.862	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47888	CBC_063	0.000	0.000	0.862	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47838	CBC_013	0.000	0.000	0.862	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47928	CBC_103	0.000	0.000	0.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47855	CBC_030	0.000	0.000	0.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47926	CBC_101	0.000	0.000	0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47865	CBC_040	0.000	0.000	0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47913	CBC_088	0.000	0.000	0.859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47907	CBC_082	0.000	0.000	0.859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47935	CBC_110	0.000	0.000	0.858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47831	CBC_006	0.000	0.000	0.854	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47858	CBC_033	0.000	0.000	0.853	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47833	CBC_008	0.000	0.000	0.853	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47840	CBC_015	0.000	0.000	0.849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47862	CBC_037	0.000	0.000	0.846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47925	CBC_100	0.000	0.000	0.843	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47938	CBC_113	0.000	0.000	0.842	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48054	CBC_229	0.000	0.000	0.841	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47868	CBC_043	0.000	0.000	0.839	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47850	CBC_025	0.000	0.000	0.836	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47908	CBC_083	0.000	0.000	0.833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47986	CBC_161	0.000	0.000	0.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47979	CBC_154	0.000	0.000	0.815	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47857	CBC_032	0.000	0.000	0.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47867	CBC_042	0.000	0.000	0.000	0.950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47844	CBC_019	0.000	0.000	0.000	0.941	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47958	CBC_133	0.000	0.000	0.000	0.925	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47898	CBC_073	0.000	0.000	0.000	0.922	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47869	CBC_044	0.000	0.000	0.000	0.922	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48024	CBC_199	0.000	0.000	0.000	0.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47877	CBC_052	0.000	0.000	0.000	0.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47879	CBC_054	0.000	0.000	0.000	0.917	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47929	CBC_104	0.000	0.000	0.000	0.913	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47921	CBC_096	0.000	0.000	0.000	0.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47881	CBC_056	0.000	0.000	0.000	0.908	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47848	CBC_023	0.000	0.000	0.000	0.906	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47846	CBC_021	0.000	0.000	0.000	0.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47903	CBC_078	0.000	0.000	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47914	CBC_089	0.000	0.000	0.000	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47947	CBC_122	0.000	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47861	CBC_036	0.000	0.000	0.000	0.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47918	CBC_093	0.000	0.000	0.000	0.874	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48060	CBC_236	0.000	0.000	0.000	0.873	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47969	CBC_144	0.000	0.000	0.000	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47851	CBC_026	0.000	0.000	0.000	0.000	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47866	CBC_041	0.000	0.000	0.000	0.000	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
