	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	A13	A4a	A4	50815_A	71474_A	45275_A	71448_A	71475_A	29923_A	71501_A	B18b	71441_B	B21	40228_B	44807_B	B1	71508_B	71509_B	71490_B	71510_B	71511_B	71514_B	71515_B	71516_B	B19	40229_B	71512_B	71517_B	71518_B	71513_B	71519_B	71520_B	71521_B	71522_B	71523_B	71367_B	71499_B	71524_B	71525_B	71368_B	71403_B	71526_B	71527_B	71528_B	71402_B	71491_B	29623_B	71420_B	71369_B	71500_B	71407_B	71408_B	71547_B	71506_B	C3	C3de	C3bb	C21ae	C3an	C3s	C3dk	C3cd	C3dm	71372_C	71371_C	71374_C	C3dn	71376_C	12353_C	C21	71394_C	71377_C	C3b	71442_C	71459_C	71460_C	71458_C	37807_C	71397_C	71431_C	71444_C	71392_C	2301_C	71375_C	71386_C	71387_C	71440_C	23653_C	71395_C	71445_C	71413_C	71391_C	71406_C	71443_C	11189_C	C1	71379_C	71393_C	71469_C	71411_C	71381_C	71382_C	49051_C	71380_C	25182_C	3031_C	71477_C	71543_C	20889_C	71373_C	71423_C	71422_C	71428_C	C3i	71404_C	71446_C	71426_C	71388_C	71432_C	23920_C	71436_C	71409_C	71430_C	71384_C	71437_C	7689_C	71414_C	71502_C	71486_C	71396_C	71412_C	71468_C	25087_C	20939_C	71435_C	71424_C	71439_C	71390_C	71539_C	25491_C	71505_C	C3n	71496_C	71389_C	71434_C	71465_C	71415_C	71450_C	71370_C	5436_C	71504_C	71489_C	71548_C	71503_C	44082_C	71529_C	71530_C	71451_C	71433_C	71410_C	3461_C	71452_C	71487_C	71454_C	71449_C	71544_C	71537_C	71400_C	71495_C	71457_C	71461_C	71455_C	71533_C	C1c	71462_C	71470_C	45080_C	71484_C	71485_C	71538_C	22650_C	71545_C	71463_C	71478_C	71534_C	71481_C	71479_C	71438_C	71456_C	71492_C	71542_C	44826_C	71464_C	71416_C	71401_C	71540_C	71480_C	71476_C	71493_C	71497_C	71494_C	71532_C	71398_C	71531_C	71541_C	23413_C	71453_C	C3.7	71466_C	71482_C	71488_C	71405_C	71467_C	71549_C	71425_C	71498_C	71383_C	C3ad	71546_C	71472_C	19660_C	1813_C	71483_C	892_C	71421_C	9930_C	71419_C	71447_C	71417_C	22245_C	71473_C	10133_C	71535_C	71429_C	71378_C	71385_C	71418_C	71471_F	71536_G
48006	CBC_181	1.3284827832333674	1.02654755189206	0.028896077731600335	1.026513014747361	0.02888456535003396	3.453714469912391e-05	1.1512381566374636e-05	0.0	0.0	1.0	0.00018419810506199418	0	4.6049526265498545e-05	0.06982259420006218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6049526265498545e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3599806591989685	0.2361074335447774	0.12360844087816447	0.09780919378791891	0.05043574364228728	0.03450260755442478	0.027687277667131	0	0	0.01761394379655319	0.01993944487296087	0.011627505382038382	0	0.008783947135143848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005802240309452817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006055512703913059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47893	CBC_068	1.2631851522435447	1.0183288955939722	0.02326576335684491	1.0183007492555294	0.02326013408915634	2.814633844283197e-05	5.629267688566394e-06	0.0	0.0	1.0	9.00682830170623e-05	0	0	0.07725044049019664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3509848403821147	0.23018075578547986	0.11659902163327572	0.09055240003827902	0.05690626706371768	0.04008038594259273	0.03744588866434365	0	0	0.02101405628141835	0	0.016336134832219677	0	0.005831921325354784	0	0	0	0.005741853042337723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005634896956254961	0	0	0.00861840883119515	0	0	0	0	0	0	0	0	0.008815433200294974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005257736021121013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48050	CBC_225	1.243342399682107	1.0187378820369826	0.01855975226259069	1.0187104774563067	0.018552901117421777	2.7404580675659937e-05	6.851145168914984e-06	0.0	0.0	1.0	4.795801618240489e-05	0	0	0.07762004919122231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32866998718835855	0.20950459369283575	0.12273826570111195	0.1030138187598057	0.06064291146265098	0.04897541123998876	0.048834962764026005	0	0	0.01940586869095169	0.010797404786210016	0.015377395331629682	0	0.014065401031782462	0	0	0.009550496365467488	0.008423482985180973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48020	CBC_195	1.3468512926272371	1.0340575974073802	0.03183324740369743	1.034013405023201	0.03181851660897105	4.4192384179126465e-05	1.4730794726375487e-05	0.0	0.0	1.0	0.0002209619208956323	0	0	0.064182072622818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347116446932312	0.25988068056271635	0.09408558591736024	0.1099211902482139	0.05154305074758783	0.03812329675185976	0.03514767621713191	0	0	0.017190837445680195	0.0158650659203064	0.010429402666273846	0	0.009619208956323193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006216395374530456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004861162259703911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47902	CBC_077	1.3365560892676083	1.0267618472126916	0.027130552340765474	1.026526285603089	0.027110068722539148	0.00023556160960272023	2.0483618226323498e-05	0.0	0.0	1.0	0.00016386894581058798	0	0	0.07123178238203996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4275033541924846	0.21066377164862402	0.09418367660463545	0.08096150103954362	0.04845399891436823	0.0308176036215037	0.03618431159680046	0	0	0.014830139595858213	0.013222175565091818	0.007456037034381753	0	0.008070545581171458	0.006810803060252563	0	0	0	0	0	0	0	0	0	0	0	0	0.007896434826247708	0	0	0	0	0	0	0	0	0	0.006687901350894622	0	0	0	0	0	0	0	0.006257745368141829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48003	CBC_178	1.3450196860041497	1.0321184100896899	0.028034176863635622	1.0320857362238813	0.028026008397183513	3.2673865808433124e-05	8.168466452108281e-06	0.0	0.0	1.0	0.00010619006387740766	0	0	0.06692424564212315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34188299488654	0.24977536717256701	0.10632892780709349	0.09905082419826501	0.06270114848638317	0.04154482037542272	0.03179167143160543	0	0	0.01582231951773374	0.01752952900622437	0.013347274182744931	0	0.012334384342683505	0	0	0	0.007890738592736599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47826	CBC_001	1.4657246936747985	1.0214519630569967	0.03922434411450859	1.0200537218971926	0.039113956654524044	0.0013982411598042462	0.00011038745998454576	0.0	0.0	1.0	0.0005887331199175774	0	0	0.07988372520881629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3738823269676565	0.23346947786731428	0.10313868344556058	0.08360010302829599	0.055009750892298634	0.03230672995547706	0.03870920263458071	0	0	0.015675019317805496	0.011737866578356699	0.009235750818706995	0	0.008131876218861538	0	0	0	0.006034514479155168	0	0	0	0	0	0.008095080398866689	0	0	0	0	0	0.009051771718732752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011921845678330942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48031	CBC_206	1.2661609586311342	1.0161410314318358	0.026323830273401173	1.0161078194330047	0.026317187873634986	3.321199883093764e-05	6.642399766187528e-06	0.0	0.0	1.0	0.00011956319579137551	0	0.0002856231899460637	0.08323591147009593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020591439275181338	0	0	0	0	0	0	0	0	0	0	0	4.64967983633127e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.321199883093764e-05	0	0	0	0	0	0	0.3527446395833887	0.20865106145548265	0.11223662884927066	0.10559422908308314	0.051990062969949784	0.03980125939899567	0.045460583999787446	0	0	0.019289528921008582	0.009525201264712915	0.012507638759731116	0	0.01305895794032468	0	0	0.018857772936206392	0.005254138215054335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004742673433057895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47966	CBC_141	1.5076863051111977	1.0103784627389778	0.028248146703082327	1.0103784627389778	0.028248146703082327	0.0	0.0	0.0	0.0	1.0	0.0013265704252828716	0	0	0.08849005072181038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3591104174795162	0.21537261022239562	0.12735076082715568	0.0668747561451424	0.07155676941084667	0.04276238782676551	0.02848224736636754	0	0	0.013577838470542333	0.013265704252828716	0	0	0.006008583690987125	0	0	0	0.005618415918845103	0	0	0	0	0	0	0	0	0	0	0	0.008115489660554039	0.01685524775653531	0.014592274678111588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005852516582130316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004603979711275848	0	0	0	0	0	0	0	0	0
47891	CBC_066	1.2309664670610778	1.015904445324469	0.020396571103990912	1.0158884448764565	0.020392570991987775	1.6000448012544353e-05	4.000112003136088e-06	0.0	0.0	1.0	5.600156804390523e-05	0	0	0.08321032988923689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3154168316712868	0.24523486657626414	0.11909533466937074	0.08869448344553647	0.06336177412967563	0.042221182193101406	0.042765197425527916	0	0	0.013592380586656426	0.008608241030748861	0.013280371850411811	0	0.013324373082446309	0	0	0.029540827143160007	0.004864136195813482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47996	CBC_171	1.3090985226187204	1.0364699878302517	0.024692811997016447	1.0364699878302517	0.024692811997016447	0.0	0.0	0.0	0.0	1.0	0.00010468600740653503	0	0	0.06603724204713488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3200709247700179	0.27974718329211323	0.10738821497271621	0.08726233004880984	0.06790196155406378	0.04542718433897329	0.026164958976170848	0	0	0.00863659561103914	0.012555778013321294	0.011469660686478493	0	0.010579829623522946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00838142346798571	0	0	0	0	0.0071513628809589235	0.007262591763828367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47948	CBC_123	1.2487744130776044	1.0137072798547713	0.026511264875862733	1.013637121032738	0.02650249502310856	7.015882203337806e-05	8.769852754172257e-06	0.0	0.0	1.0	0.00013154779131258385	0	0	0.08638304962859675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3181877976268778	0.2628500267480509	0.09857314495689617	0.09815219202469591	0.05408368193498031	0.038815368289966415	0.04295473878993572	0	0	0.017548475361098687	0.016215457742464506	0.01394406587913389	0	0.014251010725529919	0	0	0	0.006858024853762705	0	0	0	0	0	0	0.006366913099529059	0	0	0	0	0	0	0	0	0	0.011199101967077973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47906	CBC_081	1.3908583046547849	1.0316909618272199	0.03008682838570083	1.0314764556112028	0.03006817567126456	2.797907165440251e-05	9.326357218134169e-06	0.00018652714436268337	9.326357218134169e-06	1.0	0.00013056900105387837	0	0	0.054437947082249145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3588036148960578	0.21747199761245256	0.1150219635712487	0.10152672467660856	0.05591151152271434	0.04116654076084422	0.03948779646158007	0.016171903416244648	0	0.019389496656500936	0.010286972011601989	0.011172975947324734	0	0.00825382613804874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005334676328772744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47900	CBC_075	1.310645085757771	1.015446642861324	0.028251770766258854	1.015446642861324	0.028251770766258854	0.0	0.0	0.0	0.0	1.0	0.00010975823918515484	0	0	0.08475531229877656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3070669671603348	0.21519200374641456	0.1358441140314933	0.08858221623836562	0.06666715448106304	0.05095709184569455	0.05093514019785752	0	0	0.015219809167008137	0.009995316981794766	0.01620763331967453	0	0.014334426037581222	0	0	0.011707545513083182	0.006058654803020547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011231926476614178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47871	CBC_046	1.4336626676076218	1.0213773229828276	0.036520818630910376	1.0213773229828276	0.036520818630910376	0.0	0.0	0.0	0.0	1.0	0.0004410726887791108	0	0	0.07933427428840273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3607386497294754	0.19839449541284404	0.10800399905904493	0.11656080922135968	0.05298753234533051	0.035227005410491646	0.04875323453305105	0	0	0.02114208421547871	0.00979181369089626	0.013173370971536109	0	0.013585038814396613	0	0	0	0.006763114561279699	0	0	0	0	0	0	0	0	0	0.004792989884733004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010085862150082333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48026	CBC_201	1.2074447419541134	1.0242032866068147	0.021079435081640154	1.0234420118653855	0.02106368456974852	0.0007612747414290964	1.5750511891636477e-05	0.0	0.0	1.0	7.875255945818238e-05	0	0	0.0785110516091773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3031291016958051	0.2320365411875886	0.1341471097810679	0.08368771985089515	0.07351813933952854	0.04881608652281199	0.046154250013125425	0	0	0.014107208484275739	0.011618627605397176	0.015230744999212474	0	0.017152307449992125	0	0	0.0088517876830997	0.00532367301937313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006226702367826954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47999	CBC_174	1.3293747493753663	1.0241216570529628	0.028370708535118295	1.0240522533082452	0.028355285480736604	6.940374471760387e-05	1.542305438168975e-05	0.0	0.0	1.0	0.00013880748943520774	0	0.00011567290786267313	0.0787038465097628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011567290786267313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3638529874456337	0.21218267065609672	0.11715352108331534	0.10156852463061784	0.055977975878342946	0.04441839661926648	0.026026404269101452	0	0	0.02025047040315864	0.010526234615503255	0.00615379869829421	0	0.006146087171103366	0	0	0	0.005444338196736482	0	0	0	0	0	0	0	0	0	0	0	0.006963509053332922	0.0123384435053518	0.00618464480705759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004696320059224528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
